Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Makakapiling ng mga balikbayang Pilipino ang kanilang pamilya nang mas maraming araw kung di na sila mandatong sasailalim sa 5 araw na quarantine kung sila ay kumpletong bakunado at negatibo sa Covid swab test sa loob ng tatlong araw ng pagdating sa Pilipinas.,Makakapiling ng mga balikbayang Pilipino ang kanilang pamilya nang mas maraming araw kung di na sila mandatong sasailalim sa 5 araw na quarantine kung sila ay kumpletong bakunado at negatibo sa Covid swab test sa loob ng tatlong araw ng pagdating sa Pilipinas.,Makakapiling ng mga balikbayang Pilipino ang kanilang pamilya nang mas maraming araw kung di na sila mandatong sasailalim sa d araw na quarantine kung sila ay kumpletong bakunado at negatibo sa Covid swab test sa loob ng tatlong araw ng pagdating sa Pilipinas.,['5'],"{'5': ['b', 'c', 'd', 'e', 'f']}"
"Milyong Pilipino noong Setyembre 2021, na siyang pinakamataas mula noong Enero 2021.","Milyong Pilipino noong Setyembre 2021, na siyang pinakamataas mula noong Enero 2021.","Milyong Pilipino noong Setyembre aag, na siyang pinakamataas mula noong Enero aag.","['2021', '2021']","{'2021': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
"Saan ang tulong na sinasabi mo di ka na naawa matanda na ako niloko mo pa ako, wika ng OPM legend sa kanyang FB page.","Saan ang tulong na sinasabi mo di ka na naawa matanda na ako niloko mo pa ako, wika ng OPM legend sa kanyang FB page.","Saan ang tulong na sinasabi mo di ka na naawa matanda na ako niloko mo pa ako, wika ng ope legend sa kanyang FB page.",['OPM'],"{'OPM': ['ohm', 'op', 'ope', 'ops', 'pm']}"
"Sa ulat ni James Agustin sa Unang Balita nitong Miyerkules, isang bata raw ang nakakita sa ginagawa ng lalaki at nagsumbong sa tindera.","Sa ulat ni James Agustin sa Unang Balita nitong Miyerkules, isang bata raw ang nakakita sa ginagawa ng lalaki at nagsumbong sa tindera.","Sa ulat ni James amusin sa Unang Balita nitong Miyerkules, isang bata raw ang nakakita sa ginagawa ng lalaki at nagsumbong sa tindera.",['Agustin'],"{'Agustin': ['abutin', 'agusan', 'amusin', 'amutin', 'anutin']}"
May commitment pa si Melissa sa kanyang team na kung saan meron pa pala siyang tournament na sasalihan kaya ang napagkasunduan daw nilang mag-asawa ay bibigyan pa siya ng isa o hanggang dalawang taon.,May commitment pa si Melissa sa kanyang team na kung saan meron pa pala siyang tournament na sasalihan kaya ang napagkasunduan daw nilang mag-asawa ay bibigyan pa siya ng isa o hanggang dalawang taon.,May commitment pa si milisya sa kanyang team na kung saan meron pa pala siyang tournament na sasalahan kaya ang napagkasunduan daw nilang mag-asawa ay bibigyan pa siya ng isa o hanggang dalawang taon.,"['Melissa', 'sasalihan']","{'Melissa': ['malisa', 'malisya', 'milisya', 'balisa', 'bolista'], 'sasalihan': ['pasalihan', 'sasabihan', 'sasalahan', 'sasaligan', 'sasalihang']}"
Sinabi ni Pelare na naaresto ang tatlong suspek limang oras matapos ang insidente noong Sabado ng umaga.,Sinabi ni Pelare na naaresto ang tatlong suspek limang oras matapos ang insidente noong Sabado ng umaga.,Sinabi ni pagare na naaresto ang tatlong suspek limang oras matapos ang insidente noong Sabado ng umaga.,['Pelare'],"{'Pelare': ['declare', 'flare', 'pagare', 'palace', 'palara']}"
"Kahit na ang mga nanalo sa nakaraang halalan, maaari nilang ipatanggal kung hindi nagsumite ng SOCE sa ikalawang pagkakataon, ani Garcia.","Kahit na ang mga nanalo sa nakaraang halalan, maaari nilang ipatanggal kung hindi nagsumite ng SOCE sa ikalawang pagkakataon, ani Garcia.","Kahit na ang mga nanalo sa nakaraang halalan, maaari nilang ipatanggal kung hindi nagsumite ng sore sa ikalawang pagkakataon, ani garapa.","['SOCE', 'Garcia']","{'SOCE': ['sole', 'some', 'sore', 'voce', 'ace'], 'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa']}"
"Ayon kay Dante, noon pa man ay iniisip na ni Tanoy ang pamilya nito kaya laging nag-iipon.","Ayon kay Dante, noon pa man ay iniisip na ni Tanoy ang pamilya nito kaya laging nag-iipon.","Ayon kay Dante, noon pa man ay iniisip na ni tanod ang pamilya nito kaya laging nag-iipon.",['Tanoy'],"{'Tanoy': ['banoy', 'taboy', 'tanod', 'taoy', 'tonoy']}"
"Habang papalapit na ang halalan, tiniyak naman ni PNP Chief P/Gen.","Habang papalapit na ang halalan, tiniyak naman ni PNP Chief P/Gen.","Habang papalapit na ang halalan, tiniyak naman ni pdp Chief P/Gen.",['PNP'],"{'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png']}"
Anya mas mahalagang sumunod ang lahat sa protocols dahil kung hindi mas sensitive anya yung situation na may kumalat na konti na posibleng mag-trigger ng isa pang surge sa Metro Manila.,Anya mas mahalagang sumunod ang lahat sa protocols dahil kung hindi mas sensitive anya yung situation na may kumalat na konti na posibleng mag-trigger ng isa pang surge sa Metro Manila.,Anya mas mahalagang sumunod ang lahat sa protocols dahil kung hindi mas sensitive anya yung situation na may kumalat na konti na posibleng mag-trigger ng isa pang surge sa Metro Manila.,[],{}
"Opsyon umano nila ito dahil si Pacquiao ay taga Mindanao rin, sikat at kaibigan din naman nila kahit na pumipitik laban sa kanila na naiintindihan naman nila dahil panahon ng eleksyon.","Opsyon umano nila ito dahil si Pacquiao ay taga Mindanao rin, sikat at kaibigan din naman nila kahit na pumipitik laban sa kanila na naiintindihan naman nila dahil panahon ng eleksyon.","Opsyon umano nila ito dahil si quiao ay taga Mindanao rin, sikat at kaibigan din naman nila kahit na pumipitik laban sa kanila na naiintindihan naman nila dahil panahon ng eleksyon.",['Pacquiao'],"{'Pacquiao': ['acquire', 'acquit', 'quiao', 'acacia', 'acquired']}"
Sentimos per kWh at bumaba rin ang singil ng mga independent power producer ng P00.037.,Sentimos per kWh at bumaba rin ang singil ng mga independent power producer ng P00.037.,Sentimos per kWh at bumaba rin ang singil ng mga independent power producer ng p3.aag.,"['P00', '037']","{'P00': ['p', 'p25', 'p3', 'p57', 'p75'], '037': ['p3', 'p57', 'aag', 'aal', 'aam']}"
Sinabi ng pamunuan ng zoo na nasa mabuting kalagayan na si Sero.,Sinabi ng pamunuan ng zoo na nasa mabuting kalagayan na si Sero.,Sinabi ng pamunuan ng zoo na nasa mabuting kalagayan na si Sero.,[],{}
"So lahat ng mga tao ngayon na humabol sa kanya, nakahabol din and then mayroon din mga concerned citizens po roon sa Alfredo Street, sila rin po yung humarang, ayon kay Barangay 470 Chairman Harry Nagal.","So lahat ng mga tao ngayon na humabol sa kanya, nakahabol din and then mayroon din mga concerned citizens po roon sa Alfredo Street, sila rin po yung humarang, ayon kay Barangay 470 Chairman Harry Nagal.","So lahat ng mga tao ngayon na humabol sa kanya, nakahabol din and then mayroon din mga concerned citizens po roon sa alahero Street, sila rin po yung humarang, ayon kay Barangay aal Chairman aaray nabal.","['Alfredo', '470', 'Harry', 'Nagal']","{'Alfredo': ['alfresco', 'aburido', 'alahero', 'alarmado', 'alarmed'], '470': ['p75', 'aag', 'aal', 'aam', 'aat'], 'Harry': ['carry', 'larry', 'aaray', 'aray', 'army'], 'Nagal': ['bagal', 'magal', 'nabal', 'naga', 'nasal']}"
"Nagpasabog si Jayson Castro ng 26 points habang may 15 at tig-14 markers sina Mikey Williams, Glenn Khobuntin at RR Pogoy, ayon sa pagkakasunod.","Nagpasabog si Jayson Castro ng 26 points habang may 15 at tig-14 markers sina Mikey Williams, Glenn Khobuntin at RR Pogoy, ayon sa pagkakasunod.","Nagpasabog si ason Castro ng ag points habang may ag at tig-ag markers sina biker billings, clean ahunin at jr agoy, ayon sa pagkakasunod.","['Jayson', '26', '15', '14', 'Mikey', 'Williams', 'Glenn', 'Khobuntin', 'RR', 'Pogoy']","{'Jayson': ['aayon', 'arson', 'ason', 'ayon', 'baysan'], '26': ['ab', 'ad', 'ag', 'ah', 'ak'], '15': ['ab', 'ad', 'ag', 'ah', 'ak'], '14': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Mikey': ['mike', 'bike', 'biker', 'bikes', 'bukey'], 'Williams': ['billiard', 'billiards', 'billings', 'billions', 'killings'], 'Glenn': ['aleng', 'blend', 'clean', 'elena', 'galeon'], 'Khobuntin': ['aabutin', 'abutin', 'ahunin', 'alituntin', 'ambunin'], 'RR': ['ar', 'hr', 'jr', 'or', 'pr'], 'Pogoy': ['popoy', 'aagoy', 'agoy', 'boboy', 'cogon']}"
Pabuntong-hiningang pagtatapos ng aming impormante.,Pabuntong-hiningang pagtatapos ng aming impormante.,buntong-hiningang pagtatapos ng aming impormante.,['Pabuntong'],"{'Pabuntong': ['pagbuntong', 'asuntong', 'buntong', 'ibuntong', 'kabunong']}"
"Ang hirap kasing i-admit na nabigo ka, or mahirap i-admit na nag-fail ka sa dream mo noong bata ka.","Ang hirap kasing i-admit na nabigo ka, or mahirap i-admit na nag-fail ka sa dream mo noong bata ka.","Ang hirap kasing i-admit na nabigo ka, or mahirap i-admit na nag-fail ka sa dream mo noong bata ka.",[],{}
"Sa ilalim ng EO12, ilang uri ng electric vehicles at mga piyesa nito ang nabigyan ng mas mababang taripa na kung dati ay mayroong 5% 30% import tax, ngayon ay wala na.","Sa ilalim ng EO12, ilang uri ng electric vehicles at mga piyesa nito ang nabigyan ng mas mababang taripa na kung dati ay mayroong 5% 30% import tax, ngayon ay wala na.","Sa ilalim ng aon, ilang uri ng electric vehicles at mga piyesa nito ang nabigyan ng mas mababang taripa na kung dati ay mayroong d% ag% import tax, ngayon ay wala na.","['EO12', '5', '30']","{'EO12': ['eon', 'ao', 'aon', 'bo', 'boad'], '5': ['b', 'c', 'd', 'e', 'f'], '30': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Inihayag ni Pangulong Rodrigo Duterte na kinausap niya ang anak na si Davao City Mayor Sara Duterte at sinabihan na huwag magkakamaling tumakbong presidente ng bansa.,Inihayag ni Pangulong Rodrigo Duterte na kinausap niya ang anak na si Davao City Mayor Sara Duterte at sinabihan na huwag magkakamaling tumakbong presidente ng bansa.,Inihayag ni Pangulong Rodrigo suwerte na kinausap niya ang anak na si daan City Mayor Sara suwerte at sinabihan na huwag magkakamaling tumakbong presidente ng bansa.,"['Duterte', 'Davao', 'Duterte']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'Davao': ['avai', 'cavan', 'daan', 'dabaw', 'dadag']}"
"Matututo NAMAN habang nag-eenjoy ang mga bata mula May 31 sa episodes ng seryeng Super Inggo at classic movies na Magic Temple, Sarah Ang Munting Prinsesa, at Ang TV the Movie: The Adarna Adventure.","Matututo NAMAN habang nag-eenjoy ang mga bata mula May 31 sa episodes ng seryeng Super Inggo at classic movies na Magic Temple, Sarah Ang Munting Prinsesa, at Ang TV the Movie: The Adarna Adventure.","Matututo NAMAN habang nag-eenjoy ang mga bata mula May ag sa episodes ng seryeng Super Linggo at classic movies na Magic empleo, sarat Ang Munting Prinsesa, at Ang TV the Movie: The adwana Adventure.","['31', 'Inggo', 'Temple', 'Sarah', 'Adarna']","{'31': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Inggo': ['anggo', 'linggo', 'Linggo', 'unggo', 'anggi'], 'Temple': ['emple', 'templo', 'empleo', 'female', 'people'], 'Sarah': ['sara', 'sarap', 'sarat', 'saray', 'aarag'], 'Adarna': ['adang', 'adorno', 'adwana', 'alarma', 'andana']}"
Turuan Mo po kaming maisabuhay namin ang Iyong Salita upang ito ay tumimo sa aming mga puso at mamunga sa aming gaya ng halamang naitanim sa mabuting lupa.,Turuan Mo po kaming maisabuhay namin ang Iyong Salita upang ito ay tumimo sa aming mga puso at mamunga sa aming gaya ng halamang naitanim sa mabuting lupa.,Turuan Mo po kaming maisabay namin ang Iyong Salita upang ito ay tumimo sa aming mga puso at mamunga sa aming gaya ng halamang naitanim sa mabuting lupa.,['maisabuhay'],"{'maisabuhay': ['naisabuhay', 'isabuhay', 'maisabay', 'makabuhay', 'ikabuhay']}"
Magarbong tinapos ni Obebe ang kampanya nito matapos pagreynahan ang girls 12-yrs-old 100m freestyle sa bilis na isang minuto at 6.76.,Magarbong tinapos ni Obebe ang kampanya nito matapos pagreynahan ang girls 12-yrs-old 100m freestyle sa bilis na isang minuto at 6.76.,Magarbong tinapos ni beke ang kampanya nito matapos pagripahan ang girls ag-yrs-old alam erectile sa bilis na isang minuto at d.ag.,"['Obebe', 'pagreynahan', '12', '100m', 'freestyle', '6', '76']","{'Obebe': ['obese', 'bee', 'beke', 'bembe', 'bibe'], 'pagreynahan': ['barenahan', 'pagbentahan', 'pagripahan', 'pagwelgahan', 'reynahan'], '12': ['ab', 'ad', 'ag', 'ah', 'ak'], '100m': ['aam', 'agam', 'alam', 'am', 'anim'], 'freestyle': ['lifestyle', 'beetle', 'erectile', 'feasible', 'freebase'], '6': ['b', 'c', 'd', 'e', 'f'], '76': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Binigyan na raw niya ng puso, pero pati ang saging kinuha pa raw, sabi ni Rosebie Varona, kagawad ng Brgy.","Binigyan na raw niya ng puso, pero pati ang saging kinuha pa raw, sabi ni Rosebie Varona, kagawad ng Brgy.","Binigyan na raw niya ng puso, pero pati ang saging kinuha pa raw, sabi ni posible aroma, kagawad ng Brgy.","['Rosebie', 'Varona']","{'Rosebie': ['groseri', 'posibile', 'posible', 'reserve', 'resibe'], 'Varona': ['arena', 'arina', 'aroma', 'ayona', 'barena']}"
Akala ko dati hindi na ako tatagal.,Akala ko dati hindi na ako tatagal.,Akala ko dati hindi na ako tatagal.,[],{}
Nangangamba ngayon si Mendoza na baka i-ban na rin siya ng Grab dahil sa pagpapahag ng kanyang saloobin.,Nangangamba ngayon si Mendoza na baka i-ban na rin siya ng Grab dahil sa pagpapahag ng kanyang saloobin.,Nangangamba ngayon si bendita na baka i-ban na rin siya ng Grab dahil sa pagpapayag ng kanyang saloobin.,"['Mendoza', 'pagpapahag']","{'Mendoza': ['pendola', 'benda', 'bendita', 'bentosa', 'endo'], 'pagpapahag': ['pagpapalag', 'pagpapanag', 'pagpapayag', 'magpapalag', 'magpapatag']}"
"Ayon sa DOH, nakikita lamang ang mga immune-evasive na XBB at XBC, mga subvariant ng Omicron, sa pamamagitan ng genome sequencing sa mga nakolektang sample mula sa RT-PCR test o swab test.","Ayon sa DOH, nakikita lamang ang mga immune-evasive na XBB at XBC, mga subvariant ng Omicron, sa pamamagitan ng genome sequencing sa mga nakolektang sample mula sa RT-PCR test o swab test.","Ayon sa DOH, nakikita lamang ang mga immune-evasive na abf at abf, mga subvariant ng Omicron, sa pamamagitan ng genome sequencing sa mga nakolektang sample mula sa et-pcs test o swab test.","['XBB', 'XBC', 'RT', 'PCR']","{'XBB': ['ab', 'aba', 'abf', 'abo', 'b'], 'XBC': ['ab', 'aba', 'abf', 'abo', 'b'], 'RT': ['art', 'at', 'et', 'ft', 'it'], 'PCR': ['ncr', 'par', 'pcs', 'per', 'por']}"
Kaagad din siyang naisugod sa pagamutan ngunit idineklara na ring patay ng mga doktor dakong alas-3:33 ng madaling araw kamakalawa.,Kaagad din siyang naisugod sa pagamutan ngunit idineklara na ring patay ng mga doktor dakong alas-3:33 ng madaling araw kamakalawa.,Kaagad din siyang naisugod sa pagamutan ngunit ideneklara na ring patay ng mga doktor dakong alas-d:ad ng maraling araw kamakalawa.,"['irineklara', '3', '33']","{'irineklara': ['idineklara', 'dineklara', 'ideneklara', 'idideklara', 'idinekara'], '3': ['b', 'c', 'd', 'e', 'f'], '33': ['p3', 'ab', 'ad', 'ag', 'ah']}"
Na nagbunyag sa Senate Blue Ribbon Committee na nagbebenta ang kanilang kumpanya ng mga expired at substandard na face shields.,Na nagbunyag sa Senate Blue Ribbon Committee na nagbebenta ang kanilang kumpanya ng mga expired at substandard na face shields.,Na nagbunyag sa Senate Blue Ribbon Committee na nagbebenta ang kanilang kumpanya ng mga expired at substandard na face shields.,[],{}
"Hindi ko po alam kung saan po kukuha ng pampinasyal, panawagan ng ginang.","Hindi ko po alam kung saan po kukuha ng pampinasyal, panawagan ng ginang.","Hindi ko po alam kung saan po kukuha ng pamamasyal, panawagan ng ginang.",['pampinasyal'],"{'pampinasyal': ['pampinansyal', 'pampinansiyal', 'pamamasyal', 'papasyal', 'pinasyal']}"
Sinabi pa ni Arevalo na bukas sila sa independent investigation sakaling mag-iimbestiga ang CHR sa kanilang mga operasyon.,Sinabi pa ni Arevalo na bukas sila sa independent investigation sakaling mag-iimbestiga ang CHR sa kanilang mga operasyon.,Sinabi pa ni regalo na bukas sila sa independent investigation sakaling mag-iimbestiga ang CHR sa kanilang mga operasyon.,['Arevalo'],"{'Arevalo': ['areglo', 'iregalo', 'regalo', 'aalo', 'aareglo']}"
Nakaalerto ngayon ang pulisya at iba pang units ng 1stMarine Brigade dahil sa posibilidad na retaliation o pagganti ng mga kasamahan ng dalawang napatay na terorista.,Nakaalerto ngayon ang pulisya at iba pang units ng 1stMarine Brigade dahil sa posibilidad na retaliation o pagganti ng mga kasamahan ng dalawang napatay na terorista.,Nakaalerto ngayon ang pulisya at iba pang units ng asmahin Brigade dahil sa posibilidad na devaluation o pagganti ng mga kasamahan ng dalawang napatay na terorista.,"['1stMarine', 'retaliation']","{'1stMarine': ['marine', 'submarine', 'asmahin', 'asmahing', 'bitarin'], 'retaliation': ['revalidation', 'desalination', 'devaluation', 'evaluation', 'radiation']}"
"Pinagdududahan umano ni Lino na anak niya si Andy, dahil bukod sa hindi raw niya ito kamukha, hindi rin kamukha ng panganay nilang anak na si Jelly, di rin tunay na pangalan, at limang taong gulang.","Pinagdududahan umano ni Lino na anak niya si Andy, dahil bukod sa hindi raw niya ito kamukha, hindi rin kamukha ng panganay nilang anak na si Jelly, di rin tunay na pangalan, at limang taong gulang.","Pinagdududahan umano ni hino na anak niya si Andy, dahil bukod sa hindi raw niya ito kamukha, hindi rin kamukha ng panganay nilang anak na si bell, di rin tunay na pangalan, at limang taong gulang.","['Lino', 'Jelly']","{'Lino': ['bino', 'gino', 'hino', 'iino', 'ino'], 'Jelly': ['belly', 'ally', 'bell', 'bully', 'cell']}"
"Matagal nang may alitan ang mga biktima at ang suspek dahil ang ugat nito ay sa hindi pagpapautang ng pera ng mag-asawa sa suspect, kaya nagtanim ng galit ito hanggang sa nauwi sa karahasan, anang imbestigador.","Matagal nang may alitan ang mga biktima at ang suspek dahil ang ugat nito ay sa hindi pagpapautang ng pera ng mag-asawa sa suspect, kaya nagtanim ng galit ito hanggang sa nauwi sa karahasan, anang imbestigador.","Matagal nang may alitan ang mga biktima at ang suspek dahil ang ugat nito ay sa hindi pagpapautang ng pera ng mag-asawa sa suspect, kaya nagtanim ng galit ito hanggang sa nauwi sa karahasan, anang imbestigador.",[],{}
"Wala pang kahit sinong artista o pulitiko na nakagawa ng ganung generosity sa pagbibigay ng bigas, love box at wheelchair, kaibigan man o kaaway, lahat binigyan niya, walang pinili.","Wala pang kahit sinong artista o pulitiko na nakagawa ng ganung generosity sa pagbibigay ng bigas, love box at wheelchair, kaibigan man o kaaway, lahat binigyan niya, walang pinili.","Wala pang kahit sinong artista o pulitiko na nakagawa ng ganung dineposito sa pagbibigay ng bigas, love box at wheelchair, kaibigan man o kaaway, lahat binigyan niya, walang pinili.",['generosity'],"{'generosity': ['adversity', 'density', 'dineposito', 'diversity', 'generally']}"
