Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Dito na binanatan ng netizens si Velentine at inakusahan pa siyang pakawala raw ng isang grupo para magkalat ng black propaganda laban kay VP Leni.,Dito na binanatan ng netizens si Velentine at inakusahan pa siyang pakawala raw ng isang grupo para magkalat ng black propaganda laban kay VP Leni.,Dito na binanatan ng netizens si selective at inakusahan pa siyang pakawala raw ng isang grupo para magkalat ng black propaganda laban kay VP aani.,"['Velentine', 'Leni']","{'Velentine': ['electins', 'elective', 'selective', 'belonging', 'deceptive'], 'Leni': ['lend', 'lens', 'aani', 'aleng', 'ani']}"
"Napakarami po ng mga Taliban na palakad-lakad and purposely ang layunin po ay ma eskortan po kami, makalampas doon sa military airport, kuwento niya.","Napakarami po ng mga Taliban na palakad-lakad and purposely ang layunin po ay ma eskortan po kami, makalampas doon sa military airport, kuwento niya.","Napakarami po ng mga talaban na palakad-lakad and purely ang layunin po ay ma eskortan po kami, makalampas doon sa military airport, kuwento niya.","['Taliban', 'purposely']","{'Taliban': ['maliban', 'paliban', 'talaban', 'talban', 'talian'], 'purposely': ['purpose', 'purposes', 'purely', 'grossly', 'nursery']}"
Inaasahan na ng World Health Organization (WHO) ang pagtaas ng mga bagong kaso sa ibat-ibang panig ng mundo sa mas malamig na panahon na magiging dahilan ng indoor activities habang nasa ilalim ng pinaluwag na health protocols.,Inaasahan na ng World Health Organization (WHO) ang pagtaas ng mga bagong kaso sa ibat-ibang panig ng mundo sa mas malamig na panahon na magiging dahilan ng indoor activities habang nasa ilalim ng pinaluwag na health protocols.,Inaasahan na ng World Health Organization (WHO) ang pagtaas ng mga bagong kaso sa ibat-ibang panig ng mundo sa mas malamig na panahon na magiging dahilan ng indoor activities habang nasa ilalim ng pinaluwag na health protocols.,[],{}
"Nasa maayos nang kalagayan ang lola, na nagtamo ng sugat sa ulo.","Nasa maayos nang kalagayan ang lola, na nagtamo ng sugat sa ulo.","Nasa maayos nang kalagayan ang lola, na nagtamo ng sugat sa ulo.",[],{}
Dalawang truck ng basura ang nakolekta ng Metropolitan Manila Development Authority (MMDA) sa Manila Bay na dala ng matinding pag-ulan dulot ng southwest monsoon sa mga nakalipas na araw.,Dalawang truck ng basura ang nakolekta ng Metropolitan Manila Development Authority (MMDA) sa Manila Bay na dala ng matinding pag-ulan dulot ng southwest monsoon sa mga nakalipas na araw.,Dalawang truck ng basura ang nakolekta ng Metropolitan Manila Development Authority (MMDA) sa Manila Bay na dala ng matinding pag-ulan dulot ng southwest monsoon sa mga nakalipas na araw.,[],{}
"Sapagkat hindi naman ipinangako ng Panginoong Diyos na kapag tayoy sumunod, nanampalataya at nagsilbi sa Kaniya ay hindi na tayo makakaranas ng mga pagsubok sa buhay.","Sapagkat hindi naman ipinangako ng Panginoong Diyos na kapag tayoy sumunod, nanampalataya at nagsilbi sa Kaniya ay hindi na tayo makakaranas ng mga pagsubok sa buhay.","Sapagkat hindi naman ipinangako ng Panginoong diyosa na kapag taboy sumunod, nanampalataya at nagsilbi sa Kaniya ay hindi na tayo makakaranas ng mga pagsubok sa buhay.","['Diyos', 'tayoy']","{'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos'], 'tayoy': ['gayoy', 'layoy', 'taboy', 'taoy', 'tayo']}"
Huwag daw silang (mga katrabaho) masyadong masanay na consistent siya sa pagiging on time kasi ngayon lang to habang mainit-init pa ang mga intriga sa kanya.,Huwag daw silang (mga katrabaho) masyadong masanay na consistent siya sa pagiging on time kasi ngayon lang to habang mainit-init pa ang mga intriga sa kanya.,Huwag daw silang (mga katrabaho) masyadong masanay na consistent siya sa pagiging on time kasi ngayon lang to habang mainit-init pa ang mga intriga sa kanya.,[],{}
"Sa ulat ni Divine Reyes sa Super Radyo DZBB nitong Miyerkoles, sinabi ng nakabanggang si Anthony Santos ng Hagonoy, Bulacan, na hindi umano niya sinasadyang makaaksidente sa may kanto ng Ayala Boulevard.","Sa ulat ni Divine Reyes sa Super Radyo DZBB nitong Miyerkoles, sinabi ng nakabanggang si Anthony Santos ng Hagonoy, Bulacan, na hindi umano niya sinasadyang makaaksidente sa may kanto ng Ayala Boulevard.","Sa ulat ni diving ayes sa Super Radyo DZBB nitong mirekules, sinabi ng nakabanggang si aahong tantos ng aabono, Bulacan, na hindi umano niya sinasadyang aksidente sa may kanto ng akala Boulevard.","['Divine', 'Reyes', 'Miyerkoles', 'Anthony', 'Santos', 'Hagonoy', 'makaaksidente', 'Ayala']","{'Divine': ['divice', 'divide', 'diving', 'detine', 'device'], 'Reyes': ['eyes', 'aretes', 'ayes', 'beses', 'diyes'], 'Miyerkoles': ['miyerkules', 'Miyerkules', 'mirekules', 'biyernes', 'Biyernes'], 'Anthony': ['antimony', 'aahon', 'aahong', 'aatong', 'aatsoy'], 'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot'], 'Hagonoy': ['hagunoy', 'hagunot', 'aabono', 'aagoy', 'abono'], 'makaaksidente': ['maaksidente', 'naaksidente', 'aksidente', 'maaksidenteng', 'magpresidente'], 'Ayala': ['aala', 'abala', 'akala', 'alala', 'aaabla']}"
Matatandaang gumanap ang dalawa bilang mag-ina sa teleseryeng Kadenang Ginto ng ABS-CBN.,Matatandaang gumanap ang dalawa bilang mag-ina sa teleseryeng Kadenang Ginto ng ABS-CBN.,Matatandaang gumanap ang dalawa bilang mag-ina sa heleheleng kadenang Ginto ng abf-ab.,"['teleseryeng', 'Karenang', 'ABS', 'CBN']","{'teleseryeng': ['teleserye', 'telescopeng', 'heleheleng', 'kaleserong', 'semestreng'], 'Karenang': ['arenang', 'barenang', 'kadenang', 'karerang', 'karetang'], 'ABS': ['ab', 'aba', 'abf', 'abo', 'ads'], 'CBN': ['can', 'con', 'ab', 'aba', 'aban']}"
Kumalat ang video nito kahapon sa TikTok na para lang silang PBB Teen housemates at pang-high school ang vibe.,Kumalat ang video nito kahapon sa TikTok na para lang silang PBB Teen housemates at pang-high school ang vibe.,Kumalat ang video nito kahapon sa TikTok na para lang silang aba Teen housemates at pang-high school ang vibes.,"['PBB', 'vibe']","{'PBB': ['peb', 'ab', 'aba', 'abf', 'abo'], 'vibe': ['bibe', 'viber', 'vibes', 'vice', 'vine']}"
"Puwede rin namang Labyu with an Accent o My Father, Myself dahil maganda raw ang pagkakadirek doon ni Joel Lamangan.","Puwede rin namang Labyu with an Accent o My Father, Myself dahil maganda raw ang pagkakadirek doon ni Joel Lamangan.","Puwede rin namang Labyu with an absent o My Father, Myself dahil maganda raw ang pagkakabiyak doon ni coal larangan.","['Accent', 'pagkakadirek', 'Joel', 'Lamangan']","{'Accent': ['accents', 'accept', 'absent', 'acces', 'access'], 'pagkakadirek': ['pagkaadik', 'pagkakabitak', 'pagkakabiyak', 'pagkakadiit', 'pagkakadikit'], 'Joel': ['bowel', 'bowl', 'coal', 'coil', 'col'], 'Lamangan': ['labangan', 'lamanan', 'larangan', 'aabangan', 'aalangan']}"
Nangako rin ang dalawa na gagawing transparent o maging bukas para malaman ng publiko na seryoso ang gobyerno sa tax law enforcement.,Nangako rin ang dalawa na gagawing transparent o maging bukas para malaman ng publiko na seryoso ang gobyerno sa tax law enforcement.,Nangako rin ang dalawa na gagawing transparent o maging bukas para malaman ng publiko na seryoso ang gobyerno sa tax law enforcement.,[],{}
"Dito na umano lumabas sa pinagtataguan ang bata, na nasa kabilang kuwarto, at humingi ng saklolo sa mga kapitbahay na nagtulung-tulong naman para agad maapula ang apoy.","Dito na umano lumabas sa pinagtataguan ang bata, na nasa kabilang kuwarto, at humingi ng saklolo sa mga kapitbahay na nagtulung-tulong naman para agad maapula ang apoy.","Dito na umano lumabas sa pinagtataguan ang bata, na nasa kabilang kuwarto, at humingi ng saklolo sa mga kapitbahay na nagtulung-tulong naman para agad maapula ang apoy.",[],{}
"Sa programang ""Mars Pa More,"" kinilabutan ang mga host na si Iya Villania at Camille Prats nang ibahagi ng kanilang bisita na si Sherilyn ang kuwento sa likod ng pag-alis nila sa bahay na 10 taon na nilang tinitirhan.","Sa programang ""Mars Pa More,"" kinilabutan ang mga host na si Iya Villania at Camille Prats nang ibahagi ng kanilang bisita na si Sherilyn ang kuwento sa likod ng pag-alis nila sa bahay na 10 taon na nilang tinitirhan.","Sa programang ""mags Pa More,"" kinilabutan ang mga host na si giya kilalanin at amil bats nang ibahagi ng kanilang bisita na si semilya ang kuwento sa likod ng pag-alis nila sa bahay na ag taon na nilang tinitirhan.","['Mars', 'Iya', 'Villania', 'Camille', 'Prats', 'Sherilyn', '10']","{'Mars': ['bars', 'cars', 'mags', 'mais', 'maks'], 'Iya': ['aya', 'biya', 'giya', 'hiya', 'ia'], 'Villania': ['hilbana', 'illan', 'kilalanin', 'litania', 'nilalanta'], 'Camille': ['aamil', 'amiable', 'amil', 'baile', 'barill'], 'Prats': ['aras', 'arts', 'bats', 'boats', 'brass'], 'Sherilyn': ['gerilya', 'hebilya', 'semilya', 'sepilyo', 'sheriff'], '10': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Hindi naman siya same sa real life ko at hindi naman kailangang ma-experience ko muna ‘yung gano’ng bagay bago ko siya maiarte o magawa sa eksena.,Hindi naman siya same sa real life ko at hindi naman kailangang ma-experience ko muna ‘yung gano’ng bagay bago ko siya maiarte o magawa sa eksena.,Hindi naman siya same sa real life ko at hindi naman kailangang ma-experience ko muna ‘yung gaano’ng bagay bago ko siya kaparte o magawa sa eksena.,"['gano', 'maiarte']","{'gano': ['aano', 'ano', 'gaano', 'gabo', 'gago'], 'maiarte': ['maarte', 'aarte', 'kaparte', 'maiere', 'maire']}"
Bukas naman daw sa ngayon ang DOH sa mga inilalabas na estimates ng OCTA.,Bukas naman daw sa ngayon ang DOH sa mga inilalabas na estimates ng OCTA.,Bukas naman daw sa ngayon ang DOH sa mga inilalabas na estimates ng OCTA.,[],{}
"Sa mga tanong EB dabarkads, sinabi ni Kulot na ang kaniyang nanay ang nag-utos sa kaniya na pauwiin na ang kanilang padre de pamilya.","Sa mga tanong EB dabarkads, sinabi ni Kulot na ang kaniyang nanay ang nag-utos sa kaniya na pauwiin na ang kanilang padre de pamilya.","Sa mga tanong e abakada, sinabi ni Kulot na ang kaniyang nanay ang nag-utos sa kaniya na pauwiin na ang kanilang panre de pamilya.","['EB', 'dabarkads', 'parre']","{'EB': ['ab', 'b', 'e', 'ed', 'eh'], 'dabarkads': ['babarkada', 'kabarkada', 'abakada', 'babakas', 'barkada'], 'parre': ['padre', 'pagre', 'panre', 'pare', 'parke']}"
"Nagkaroon na kami ng pag-uusap in a private meeting with the president, akoang justice secretary, ang presidential legal adviser, ang dating executive secretary, ang DFA at unanimous ang aming decision na i-oppose ang plano ng ICC prosecutor namakialam sa imbestigasyon na ginagawanatin dito sa Pilipinas, wika ni Guevarra.","Nagkaroon na kami ng pag-uusap in a private meeting with the president, akoang justice secretary, ang presidential legal adviser, ang dating executive secretary, ang DFA at unanimous ang aming decision na i-oppose ang plano ng ICC prosecutor namakialam sa imbestigasyon na ginagawanatin dito sa Pilipinas, wika ni Guevarra.","Nagkaroon na kami ng pag-uusap in ag private meeting with the president, akong justice secretary, ang presidential legal adviser, ang dating executive secretary, ang ifa at unanimous ang aming decision na i-appcase ang plano ng ace prosecutor nakakaalam sa imbestigasyon na ginagawaran dito sa Pilipinas, wika ni burara.","['a', 'akoang', 'DFA', 'oppose', 'ICC', 'namakialam', 'ginagawanatin', 'Guevarra']","{'a': ['ab', 'ad', 'ag', 'ah', 'ak'], 'akoang': ['akdang', 'akmang', 'akong', 'aktang', 'aabang'], 'DFA': ['da', 'dfp', 'ifa', 'aba', 'ada'], 'oppose': ['expose', 'impose', 'appcase', 'apple', 'apps'], 'ICC': ['cc', 'ice', 'ace', 'act', 'c'], 'namakialam': ['makialam', 'mapakialam', 'nakakaalam', 'nakialam', 'nakikialam'], 'ginagawanatin': ['ginagaanan', 'ginagawaan', 'ginagawaran', 'ginagaanang', 'ginagabayan'], 'Guevarra': ['gebara', 'bumara', 'burara', 'dumara', 'gabara']}"
"Mas sikat nun ang male personality kesa sa kanya, kahit saan ito magpunta ay matindi ang pagkakagulo ng mga kababayan natin, nasaksihan yun ng male personality na nangarap mag-artista.","Mas sikat nun ang male personality kesa sa kanya, kahit saan ito magpunta ay matindi ang pagkakagulo ng mga kababayan natin, nasaksihan yun ng male personality na nangarap mag-artista.","Mas sikat gun ang male personality kesa sa kanya, kahit saan ito magpunta ay matindi ang pagkakagulo ng mga kababayan natin, nasaksihan yun ng male personality na nangarap mag-artista.",['nun'],"{'nun': ['dun', 'fun', 'gun', 'kun', 'mun']}"
"Sa paghagupit ng Bagyong Karding, isa sina Totoy Brown sa mga nasalanta, kung saan nasira ang kanilang bahay at pananim.","Sa paghagupit ng Bagyong Karding, isa sina Totoy Brown sa mga nasalanta, kung saan nasira ang kanilang bahay at pananim.","Sa paghagupit ng Bagyong Karding, isa sina Totoy Brown sa mga nasalanta, kung saan nasira ang kanilang bahay at pananim.",[],{}
"Kaya we were looking and seeing ano yung mga tinatawag ko na best practices ay tinitingnan namin para mas maging maganda, dagdag pa ng Pangulong Marcos.","Kaya we were looking and seeing ano yung mga tinatawag ko na best practices ay tinitingnan namin para mas maging maganda, dagdag pa ng Pangulong Marcos.","Kaya we were looking and seeing ano yung mga tinatawag ko na best practices ay tinitingnan namin para mas maging maganda, dagdag pa ng Pangulong Marcos.",[],{}
"Resulta ito ng ipinatupad na ""rapid test"" sa lahat ng empleyado at kasunod na ""swab test.""","Resulta ito ng ipinatupad na ""rapid test"" sa lahat ng empleyado at kasunod na ""swab test.""","Resulta ito ng ipinatupad na ""rapid test"" sa lahat ng empleyado at kasunod na ""swab test.""",[],{}
Patuloy namang hinahanap ng mga awtoridad ang dalawa pang suspek na kinilala na ng sumukong suspek.,Patuloy namang hinahanap ng mga awtoridad ang dalawa pang suspek na kinilala na ng sumukong suspek.,Patuloy namang hinahanap ng mga awtoridad ang dalawa pang suspek na kinilala na ng sumukong suspek.,[],{}
"Kung ok lang sana ang daanan namin dito makakapasok ang sasakyan, buhay pa siya dahil mabilis siyang madala sa ospital.","Kung ok lang sana ang daanan namin dito makakapasok ang sasakyan, buhay pa siya dahil mabilis siyang madala sa ospital.","Kung ok lang sana ang daanan namin dito makakapasok ang sasakyan, buhay pa siya dahil mabilis siyang mapala sa ospital.",['marala'],"{'marala': ['madala', 'malala', 'mapala', 'marali', 'marapa']}"
Pero hindi na sila sa Sexy Babe segment ilalagay katulad ng unang plano.,Pero hindi na sila sa Sexy Babe segment ilalagay katulad ng unang plano.,Pero hindi na sila sa Sexy babae segment ilalagay katulad ng unang plano.,['Babe'],"{'Babe': ['bab', 'baba', 'babae', 'baby', 'bale']}"
"Paglilinaw naman ni GM Santiago, inaprubahan ng PPA Board ang naturang polisiya noong 2021 at anim na departamento ang sumang-ayon dito –DOTr, DOF, DTI, NEDA, DPWH at DENR kabilang na ang MARINA.","Paglilinaw naman ni GM Santiago, inaprubahan ng PPA Board ang naturang polisiya noong 2021 at anim na departamento ang sumang-ayon dito –DOTr, DOF, DTI, NEDA, DPWH at DENR kabilang na ang MARINA.","Paglilinaw naman ni g aantig, inaprubahan ng pa Board ang naturang polisiya noong aag at anim na departamento ang sumang-ayon dito –dote, doh, DTI, nega, daw at den kabilang na ang MARINA.","['GM', 'Santiago', 'PPA', '2021', 'DOTr', 'DOF', 'NEDA', 'DPWH', 'DENR']","{'GM': ['am', 'em', 'g', 'ga', 'gn'], 'Santiago': ['antigo', 'santing', 'aantig', 'antig', 'antimano'], 'PPA': ['apa', 'ipa', 'pa', 'paa', 'papa'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal'], 'DOTr': ['door', 'dor', 'dote', 'ador', 'bot'], 'DOF': ['do', 'dog', 'doh', 'doj', 'dok'], 'NEDA': ['nada', 'neca', 'nega', 'seda', 'ada'], 'DPWH': ['dapwa', 'dash', 'daw', 'dawi', 'depth'], 'DENR': ['dear', 'deer', 'den', 'deng', 'dens']}"
"Nakararamdam din siya ng pananakit ng batok, pagkahilo, at madaling mahapo.","Nakararamdam din siya ng pananakit ng batok, pagkahilo, at madaling mahapo.","Nakararamdam din siya ng pananakit ng batok, pagkahilo, at maraling mahapo.",[],{}
"During the virtual presscon ng programa nilang Quizon CT ng mga kapatid niyang sina Epi and Vandolph, sinabi rin ni Eric na tuloy na ang residential subdivision ng almost 14-hectare lot na pag-aari ng kanilang yumaong ama, ang Dolphyville.","During the virtual presscon ng programa nilang Quizon CT ng mga kapatid niyang sina Epi and Vandolph, sinabi rin ni Eric na tuloy na ang residential subdivision ng almost 14-hectare lot na pag-aari ng kanilang yumaong ama, ang Dolphyville.","During the virtual presscon ng programa nilang quiao c ng mga kapatid niyang sina ipi and mandolin, sinabi rin ni aria na tuloy na ang residential subdivision ng amot ag-hectare lot na pag-aari ng kanilang yumaong ama, ang asphyxiate.","['Quizon', 'CT', 'Epi', 'Vandolph', 'Eric', 'almost', '14', 'Dolphyville']","{'Quizon': ['quezon', 'quezo', 'quiao', 'biazon', 'bihon'], 'CT': ['act', 'at', 'c', 'cat', 'cc'], 'Epi': ['api', 'epic', 'ipi', 'pi', 'aapi'], 'Vandolph': ['bandolin', 'landol', 'mandolin', 'aandap', 'adelpa'], 'Eric': ['epic', 'ari', 'aria', 'brick', 'brio'], 'almost': ['aamot', 'amos', 'amot', 'galmos', 'kalmos'], '14': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Dolphyville': ['dolphin', 'dolphins', 'asphyxiate', 'colchicine', 'collatilla']}"
"Pagpasok ng mga pulis at sundalo sa lugar, agad silang nakakuha ng impormasyon mula sa mga nagrereklamong mga residente sa kinaroroonan ng mga komunista kaya nang magpang-abot ay agad nagkaroon ng sagupaan na umabot ng hanggang 20 minuto na ikinasawi ng tatlo at nadakip ang sugatang dalawang kasamahan.","Pagpasok ng mga pulis at sundalo sa lugar, agad silang nakakuha ng impormasyon mula sa mga nagrereklamong mga residente sa kinaroroonan ng mga komunista kaya nang magpang-abot ay agad nagkaroon ng sagupaan na umabot ng hanggang 20 minuto na ikinasawi ng tatlo at nadakip ang sugatang dalawang kasamahan.","Pagpasok ng mga pulis at sundalo sa lugar, agad silang nakakuha ng impormasyon mula sa mga nagrereklamong mga residente sa kinaroroonan ng mga komunista kaya nang magpang-abot ay agad nagkaroon ng sagupaan na umabot ng hanggang ag minuto na ikinasawi ng tatlo at dinarakip ang sugatang dalawang kasamahan.","['20', 'narakip']","{'20': ['ab', 'ad', 'ag', 'ah', 'ak'], 'narakip': ['nadakip', 'dadakip', 'dinarakip', 'kalakip', 'madakip']}"
